25
17
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
05,05,05,05,05,05,05,05,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,05,05,05,05,05,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,05,05,05,05,05,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,03,02,03,03,03,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,01,01,01,01,01,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,05,05,05,05,05,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,05,05,05,05,05,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
05,05,05,05,05,05,05,05,05,05,05,99,99,99,99,99,99,99,99,99,99,99,99,99,99
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
^

