25
17
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,00,00
00,00,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,09,10,01,01,05,00,00
00,00,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,00,00
00,00,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,00,00
00,00,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,00,00
00,00,05,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,05,00,00
00,00,05,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,05,00,00
00,00,05,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,05,00,00
00,00,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
^

