25
17
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02
02,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02
02,02,01,01,01,01,01,01,01,01,01,07,07,07,07,07,07,01,01,01,01,01,01,01,02
02,02,01,01,01,01,01,01,01,01,07,07,07,07,07,17,07,07,01,01,01,01,01,01,02
02,02,01,01,01,01,01,01,01,01,07,07,07,07,07,07,07,01,01,01,01,01,01,01,02
02,02,01,01,01,01,01,01,01,01,01,07,04,07,07,07,01,01,01,01,01,01,01,01,02
02,02,01,01,01,01,01,01,01,01,01,04,04,07,01,01,01,01,01,01,01,01,01,01,02
01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,01,01,01,02
01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,03,03,03,01,01,01,01,02
01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,03,02,03,01,01,01,01,02
01,01,01,01,01,01,01,01,01,01,01,04,01,01,04,04,04,03,03,03,01,01,01,01,02
04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,01,01,01,01,01,01,01,01,01,02
01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,02
01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,02
01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,02
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
^

