25
17
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,02
03,03,03,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,02
03,03,03,01,01,01,01,03,03,03,01,01,01,01,04,01,01,01,01,01,01,01,01,01,02
03,03,03,03,01,01,01,03,03,03,03,01,01,01,04,01,01,01,01,01,01,01,01,01,02
03,03,03,03,01,03,03,03,03,03,03,03,04,04,04,01,01,01,01,01,02,02,02,02,02
03,03,03,03,03,03,03,03,03,01,03,08,08,04,01,01,01,02,02,02,02,02,02,02,02
03,03,03,03,03,08,08,01,03,01,04,08,08,04,01,01,01,02,02,02,02,02,02,01,01
01,03,03,03,03,08,08,04,04,04,04,04,04,04,01,01,02,02,02,02,02,01,01,01,01
04,04,03,03,04,04,04,04,01,01,01,01,04,04,04,04,06,06,09,06,06,04,04,01,01
01,01,03,03,03,07,01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,01,04,04,04
01,01,03,03,07,07,07,01,01,01,01,01,01,01,01,01,12,12,12,02,02,01,01,01,01
03,03,03,07,07,07,07,01,01,01,01,01,01,01,01,01,02,02,02,02,02,01,03,01,01
03,03,03,07,07,07,11,10,10,10,02,02,02,01,01,01,02,02,02,02,02,01,01,03,01
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,01,02,02,02,02,02,02,01,01,01
02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
^

