25
17
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,01,03,03,03,03,03,03,03,03,03,03,03,03,03,03,01,01,01,01,01,01,01,01,05
05,03,03,12,03,03,03,03,02,01,04,04,03,03,03,01,01,01,01,01,01,01,01,01,05
05,03,03,13,03,03,03,03,03,03,01,04,03,03,01,01,01,01,01,01,01,01,01,01,05
05,03,03,04,03,03,03,03,03,03,03,04,03,01,04,04,04,04,01,01,01,03,01,01,05
05,03,03,04,04,04,04,04,04,03,03,04,01,01,04,01,01,01,01,01,01,01,01,01,05
05,03,03,03,03,03,03,03,04,03,03,04,14,14,04,01,01,01,01,01,01,01,01,01,05
05,03,01,01,01,01,03,03,04,04,04,04,04,04,04,04,04,04,04,04,01,01,01,01,05
05,01,01,01,01,01,01,03,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,05
05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,05
05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,05
05,01,01,03,01,01,01,01,01,01,04,04,04,04,04,04,04,04,04,04,01,01,01,01,05
05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,05
05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,01,01,01,01,05
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,05,05,05,05,05
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
^

